communityName,state,population,householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,medIncome,perCapInc,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctUnemployed,PctEmploy,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,ViolentCrimesPerPop,nonViolPerPop
Maryvillecity,TN,19208,2.49,13.88,24.42,13.06,16.87,25223,13420,2512,13.87,14.3,6.43,51.66,0,0,19,83.26,8,35.06,111,486.42,111,486.42,604.73,2502.19
WinterParkcity,FL,22242,2.41,14.18,24.49,14.31,19.22,37080,25161,2034,9.98,4.26,3.4,52.96,0,0,10,42.04,74,311.11,123,517.11,392,1648.03,870.26,7470.78
Conroecity,TX,27610,2.76,15.61,30.87,15.62,8.88,23634,11477,5021,18.78,13.31,5.87,61.35,3,9.53,30,95.33,88,279.62,321,1019.99,378,1201.11,1404.47,7778.59
Sheboygancity,WI,49676,2.52,12.53,25.65,11.6,14.9,27647,12740,4511,9.31,11.53,5.25,63.56,1,1.97,11,21.66,22,43.33,40,78.78,309,608.58,145.74,5494.94
Racinecity,WI,84298,2.65,13.53,26.95,12.08,11.63,26540,11858,13136,15.86,10.14,7.63,60.31,8,9.23,18,20.76,325,374.82,353,407.11,1288,1485.45,811.92,6709.88
Springfieldcity,MA,156983,2.72,15.45,30.02,15.38,12.22,25656,11584,30241,20.11,11.76,9.34,55.05,20,13.34,120,80.01,676,450.73,,,3140,2093.64,,
Reddingcity,CA,66462,2.55,13.12,25.05,11.86,13,25828,13040,9343,14.31,5.96,8.74,55.53,6,8.19,62,84.62,114,155.58,281,383.5,1073,1464.41,631.89,6142.86
Templecity,TX,46109,2.54,12.89,25.97,12.27,14.32,23194,12914,8544,19.16,11.05,6.66,57.09,5,9.42,73,137.56,89,167.71,451,849.87,567,1068.46,1164.57,5575.97
UpperGwyneddtownship,PA,12197,2.94,13.52,23.22,11.04,9.2,56543,21818,153,1.28,4.06,2.09,72.08,0,0,1,8.06,3,24.18,3,24.18,30,241.84,56.43,1644.5
Jamestowncity,ND,15571,2.51,14.14,25.06,12.73,14.53,22146,11401,1684,11.72,15.87,3.94,61.89,0,0,8,51.82,3,19.43,9,58.3,60,388.68,129.56,2617.09
Doylestowntownship,PA,14510,3.19,17.64,28.02,17.04,10.93,52212,22124,275,2.22,4.85,2.34,56.73,0,0,2,13.55,1,6.78,40,271.08,27,182.98,291.41,1328.27
Foxboroughtown,MA,14637,2.78,13.08,26.11,12.89,9.7,45405,18329,647,4.5,2.55,4.97,68.9,0,0,4,26.53,1,6.63,25,165.84,58,384.74,199,1247.1
HighlandParkcity,MI,20121,2.5,15.91,27.84,14.66,12.62,9805,7241,8352,42.36,13.44,31.23,33.69,12,59.51,,,281,1393.57,443,2196.98,475,2355.68,,9427.69
DesPlainescity,IL,53223,2.66,11.6,24.02,11.08,13.63,42176,18231,1145,2.2,6.67,3.05,67.71,0,0,,,24,44.1,66,121.26,293,538.34,,3443.14
Nicholasvillecity,KY,13603,2.75,14.9,29.85,13.23,8.29,25258,10467,1698,12.68,15.65,5.21,67.06,0,0,3,19.94,10,66.46,58,385.48,93,618.1,471.89,3728.57
FortLauderdalecity,FL,149377,2.25,9.95,23.03,10.44,15.54,27239,19814,24793,17.11,9.15,6.68,58.56,31,18.75,76,45.97,1270,768.17,973,588.53,5822,3521.48,1421.42,14206.91
Jacksonvillecity,AL,10283,2.84,31.97,47.45,36.89,9.94,22092,9761,1739,21.03,11.53,7.84,50.67,0,0,6,54.18,6,54.18,39,352.14,60,541.76,460.5,3033.86
Brecksvillecity,OH,11818,2.77,10.63,17.83,8.49,13.38,53396,25356,255,2.26,2.5,3.78,59.51,0,0,1,7.94,1,7.94,3,23.83,16,127.08,39.71,905.48
Peekskillcity,NY,19536,2.54,11.35,27.97,11.49,11.58,35425,16589,2247,11.61,8.33,5.17,64.35,1,4.91,5,24.57,33,162.15,116,569.97,141,692.81,761.6,
Radcliffcity,KY,19772,2.76,16.68,33.84,17.09,4.93,25197,10882,2578,13.18,5.79,9.78,64.06,2,9.98,16,79.8,14,69.83,42,209.48,164,817.96,369.08,3451.37
Wilbrahamtown,MA,12635,2.82,13.13,20.61,10.56,13.98,50275,21748,437,3.5,3.16,4,65.46,0,0,2,15.41,3,23.12,22,169.53,112,863.07,208.06,2743.32
Schertzcity,TX,10555,2.76,13.93,26.76,12.33,8.31,31768,12944,1196,11.42,8.56,5.62,67.71,0,0,2,15.47,10,77.33,24,185.59,89,688.22,278.38,2938.45
Northglenncity,CO,27195,2.77,14.93,28.27,13.66,6.33,34726,13619,1438,5.34,3.56,5.34,70.75,1,3.55,11,39.04,18,63.89,63,223.62,209,741.85,330.1,5061.58
Lynnwoodcity,WA,28695,2.53,13.09,29.59,13.96,8.6,30512,13984,2621,9.29,4.02,4.55,69.32,1,3.22,15,48.29,55,177.07,43,138.44,375,1207.3,367.02,9848.36
NorthRidgevillecity,OH,21564,3.02,16.23,27.24,13,6.59,41095,14331,874,4.1,4.92,4.15,70.97,0,0,1,4.44,2,8.88,53,235.37,76,337.51,248.69,1390
Planocity,TX,128713,2.9,14.53,27.09,11.57,3.22,53905,21820,4279,3.34,2.4,2.88,76.57,2,1.25,32,19.96,90,56.12,363,226.37,1319,822.54,303.7,4036.62
Kirklandcity,WA,40052,2.33,11.4,28.69,12.9,8.42,38437,21200,2220,5.67,2.31,3.45,74.04,1,2.33,13,30.27,40,93.13,41,95.46,316,735.72,221.18,3888.15
Saginawtownship,MI,37684,2.46,12.73,23.68,11.55,14.37,36289,17968,2071,5.58,5.34,5.76,60.93,0,0,,,21,54.23,64,165.28,132,340.89,,4080.37
SouthMiamicity,FL,10404,2.52,11.35,25.05,11.92,12.4,31741,17028,1534,14.79,7.23,5.49,64.47,0,0,3,27.2,96,870.43,95,861.37,344,3119.05,1759,10952.94
WallaWallacity,WA,26478,2.67,15.81,27.98,15.6,14.51,21301,11247,4550,19.34,8.91,9.18,50.67,0,0,40,134.82,25,84.26,203,684.22,435,1466.18,903.3,7624.12
MountProspectvillage,IL,53170,2.62,11.6,26.85,12.6,11.17,46508,20345,1732,3.26,6.78,3.26,71.1,0,0,,,18,33.52,55,102.42,188,350.09,,3048.42
BalchSpringscity,TX,17406,3.15,16.3,31.69,14.82,5.22,28734,9710,2338,13.67,13.37,5.17,70.19,1,5.18,19,98.34,36,186.34,332,1718.43,257,1330.23,2008.28,5983.44
Kingsportcity,TN,36365,2.33,12.17,22.35,11.19,18.11,22750,13825,6479,18.12,16.96,6.41,50.38,2,5.12,5,12.79,32,81.89,184,470.85,405,1036.39,570.65,5849.84
Windsortown,CT,27817,2.83,12.09,23.81,10.98,12.39,50228,19592,660,2.43,6.93,4.59,68.42,1,3.59,2,7.18,10,35.91,10,35.91,129,463.21,82.59,2574.6
Marshfieldtown,MA,21531,2.85,13.78,25.83,12.56,7.73,48986,19373,783,3.63,1.41,6.62,70.29,0,0,1,4.37,2,8.73,38,165.96,89,388.7,179.06,2166.22
Sanfordcity,FL,32387,2.67,13.96,28.98,14.07,11.48,25029,11115,5061,16.27,9.43,5.81,60.19,3,8.57,16,45.73,141,403.01,344,983.22,1041,2975.39,1440.54,9049.08
Rosenbergcity,TX,20183,2.97,15.64,28.64,13.92,8.99,25773,10268,4304,21.54,23.45,6.18,64.63,1,4.56,6,27.36,65,296.38,191,870.91,258,1176.42,1199.22,7633.03
Camarillocity,CA,52303,2.89,12.46,23.03,10.7,15.55,48219,19930,2236,4.37,4.53,3.68,62.6,0,0,13,22.8,41,71.91,100,175.38,263,461.25,270.09,2023.89
Chicocity,CA,40079,2.58,24.81,48.68,34.62,7.35,19005,10584,11877,32.03,5.03,9.2,55.23,1,2.28,33,75.24,47,107.16,116,264.47,601,1370.24,449.15,6313.13
Vernontownship,NJ,21211,3.15,14.15,25.13,10.33,5.24,50987,17509,621,2.93,3.3,4.96,70.64,1,4.61,1,4.61,1,4.61,22,101.33,105,483.6,115.14,2118.64
RockyMountcity,NC,48997,2.6,14.54,26.53,12.47,11.9,24055,12593,8804,18.09,13.64,5.66,62.47,14,26.49,25,47.3,203,384.05,432,817.28,1356,2565.36,1275.11,9192.55
Jenningscity,LA,11305,2.83,14.98,25.7,11.62,13.68,16853,8145,3604,32.89,21.67,12.87,42.59,2,16.74,4,33.47,7,58.57,131,1096.14,195,1631.66,1204.92,6827.88
Sanduskycity,OH,29764,2.47,13.37,26.24,12.43,13.32,22532,11620,4524,15.4,8.92,8.71,58.39,3,9.9,29,95.7,25,82.5,31,102.3,465,1534.45,290.39,6771.38
Binghamtoncity,NY,53008,2.34,13.73,28.54,15.8,16.71,20891,12106,10291,19.98,9.83,8.21,52.77,3,5.88,18,35.26,62,121.45,62,121.45,329,644.47,284.04,5870.71
Ashlandcity,KY,23622,2.33,11.89,21.59,10.29,18.06,21904,12711,4211,18.06,11.99,7.23,46.42,0,0,7,28.59,5,20.42,114,465.53,193,788.14,514.54,3540.51
Hazlettownship,NJ,21976,3.07,14.29,25.46,12.86,10.27,50684,17330,568,2.61,6.03,5.12,66.78,0,0,0,0,1,4.35,15,65.24,69,300.1,69.59,1317.85
MidwestCitycity,OK,52267,2.56,14.63,28.65,13.56,10.49,27042,12687,5807,11.25,5.06,6.58,63.72,1,1.86,36,66.91,73,135.69,166,308.54,716,1330.83,513,5817.74
PhenixCitycity,AL,25312,2.6,14.7,26.81,13.54,12.78,20478,9954,5533,22.21,18.64,8.83,55.08,2,6.86,29,99.5,42,144.1,165,566.12,377,1293.49,816.58,
WestMifflinborough,PA,23644,2.45,11.36,21.79,10.51,18.97,26867,12676,2356,9.99,6.32,7.39,52.87,2,8.54,2,8.54,27,115.32,79,337.4,94,401.47,469.8,4317.93
Johnstowncity,PA,28134,2.24,12.44,22.46,11.34,21.24,14839,8500,7501,26.94,14.54,14.17,40.07,0,0,19,69.44,48,175.42,123,449.51,296,1081.75,694.37,4129.66
Gainesvillecity,TX,14256,2.5,13.45,24.08,11.99,16.89,20364,10527,2989,21.68,15.3,6.56,53.38,1,6.93,5,34.65,13,90.1,21,145.54,157,1088.09,277.22,4809.76
PortAngelescity,WA,17710,2.41,12.71,22.59,10.6,16.17,24685,12919,2395,13.89,5.96,7.46,53.27,2,10.41,14,72.84,15,78.04,15,78.04,177,920.87,239.32,6461.68
Modestocity,CA,164730,2.84,14.15,27.02,12.28,9.41,31701,13572,20930,12.98,10.05,8.9,58.57,12,6.77,80,45.14,356,200.85,994,560.81,2555,1441.52,813.57,6641.13
Shivelycity,KY,15535,2.35,11.03,22.38,10.41,18.63,24966,12121,1626,10.67,14.93,6.09,54.76,0,0,11,70.29,48,306.73,40,255.61,178,1137.45,632.63,4013.04
Plainstownship,PA,10988,2.65,10.95,20.52,9.77,21.11,25344,11602,936,9.05,15.15,6.44,53.19,0,0,2,17.9,4,35.79,14,125.28,78,697.99,178.97,3319.91
Galvestoncity,TX,59070,2.45,13.26,28.27,13.17,12.15,20825,12399,13891,24.24,13.74,8.93,57.14,24,39.78,56,92.81,296,490.56,684,1133.6,975,1615.87,1756.74,9363.76
Flinttownship,MI,34081,2.45,13.52,25.6,12.53,11.76,31394,15724,3359,9.98,6.76,7.05,57.27,0,0,,,53,151.34,107,305.53,247,705.29,,7307.04
Saratogacity,CA,28061,2.79,12.18,19.3,9.92,12.1,86674,40660,397,1.44,1.53,2.86,62.66,0,0,4,13.33,13,43.33,35,116.65,178,593.23,173.3,1753.04
Berkleycity,MI,16960,2.57,11.19,24.58,10.04,12.85,36693,15487,630,3.72,3.45,5.12,65.58,0,0,,,11,66.05,17,102.08,48,288.24,,2173.78
VentnorCitycity,NJ,11005,2.3,9.53,23.37,10.74,19.66,33120,19038,726,6.64,5.66,3.35,62.77,0,0,0,0,10,92.2,24,221.28,198,1825.56,313.48,5919.23
Vacavillecity,CA,71479,3.16,12.96,29.21,12.85,6.27,40679,14490,3872,6.09,5.15,4.9,60.2,1,1.2,20,23.97,75,89.9,266,318.85,563,674.86,433.92,3846.57
Amescity,IA,47198,3.02,31.04,54.33,42.28,5.91,24636,11347,8893,24.12,2.31,4.29,62.21,1,2.14,16,34.21,5,10.69,21,44.89,144,307.85,91.93,
SouthSaltLakecity,UT,10129,2.29,13.07,31.21,15.39,11.88,18627,10034,1718,17.24,6.54,7.93,64.04,0,0,7,61.15,22,192.17,40,349.41,239,2087.7,602.73,14142.21
Guilfordtown,CT,19848,2.76,12.91,20.95,10.11,8.97,56115,24583,583,2.97,2.33,3.69,71.78,0,0,1,4.98,5,24.88,3,14.93,103,512.57,44.79,2662.35
Saugustown,MA,25549,2.75,12.55,24.82,12.43,13.93,41919,17781,995,3.93,5.59,5.8,64.27,0,0,2,7.39,19,70.22,112,413.93,155,572.84,491.54,
Alexandriacity,VA,111183,2.09,8.3,30.47,12.81,9.02,41472,25509,7732,7.09,6,3.5,76.42,9,7.89,33,28.94,376,329.78,334,292.94,921,807.79,659.56,6668.42
Caycecity,SC,11163,2.52,12.36,26.78,12.67,13.11,27065,13928,1024,9.3,10.33,4.88,64.77,0,0,7,66.54,39,370.72,90,855.51,135,1283.27,1292.78,7813.69
Leesburgtown,VA,16202,2.55,11.73,30.19,13.04,6.73,39887,17574,975,6.14,7.61,2.11,77.4,1,5.01,8,40.05,4,20.02,17,85.1,54,270.32,150.18,2432.92
Rowlettcity,TX,23260,3.08,12.2,26.12,9.04,2.87,48121,17237,588,2.53,2.17,3.14,78.55,0,0,8,25.22,9,28.37,94,296.29,251,791.15,349.87,2937.65
Nutleytownship,NJ,27099,2.56,10.96,23.42,11.06,15.85,43172,19739,1365,5.04,7.91,5.15,63.16,1,3.63,3,10.89,24,87.13,49,177.9,198,718.85,279.55,2508.71
Kelsocity,WA,11820,2.55,15.29,28.15,13.87,11,23887,10718,2334,20.43,9.99,10.15,52.87,0,0,30,241.06,17,136.6,45,361.59,191,1534.75,739.25,8155.89
Donnacity,TX,12652,3.84,19.7,31.81,15.94,10.63,16922,5586,4962,38.96,43.86,18.14,42.59,1,6.78,7,47.46,8,54.24,26,176.27,270,1830.51,284.75,8922.03
Hollywoodcity,FL,121697,2.3,10.21,21.42,9.94,19.95,27352,16303,13264,11.01,8.59,6.05,55.91,9,7.09,42,33.1,475,374.31,518,408.2,2287,1802.21,822.7,8282.9
Pittsburghcity,PA,369879,2.41,14.56,28.47,16.03,16.14,20747,12580,75172,21.42,9.03,9.07,50.78,80,22.55,226,63.7,2784,784.71,1389,391.51,4611,1299.68,1262.47,6896.95
Wethersfieldtown,CT,25651,2.45,10.2,20.19,9.78,20.09,43888,22246,684,2.7,9.52,3.46,59.41,0,0,3,11.68,22,85.67,29,112.93,116,451.71,210.28,2675.23
Florencecity,KY,18624,2.66,14.34,28.45,13.15,9.61,31270,12728,1634,8.91,9.92,3.33,67.75,0,0,5,22.75,27,122.84,70,318.49,152,691.57,464.08,5286.86
Whitehallborough,PA,14451,2.35,9.95,20.47,9.91,20.45,34183,17917,947,6.66,4.25,4.11,55.91,0,0,3,21.27,1,7.09,2,14.18,9,63.81,42.54,843.73
Cliftoncity,NJ,71742,2.47,10.56,23.01,10.97,18.96,39905,18950,3327,4.7,12.35,4.71,62.31,0,0,8,10.75,72,96.79,73,98.14,438,588.82,205.68,3085.26
Plymouthtown,MA,45608,2.87,14.01,26.39,12.22,10.71,39886,15882,2534,5.75,4.26,7.16,63.87,1,2.06,14,28.86,11,22.68,409,843.23,464,956.62,896.83,3195.61
FortCollinscity,CO,87758,2.6,20.89,38.17,24.27,6.78,26826,13439,13910,16.95,3.6,5.64,64.74,1,0.99,68,67.05,26,25.64,294,289.9,760,749.39,383.57,4344.48
Lincolntown,RI,18045,2.56,11.49,22.99,10.91,16.26,37082,18695,859,4.8,8.52,4.91,63.54,0,0,8,42.98,3,16.12,3,16.12,100,537.26,75.22,3771.56
Rosemeadcity,CA,51638,3.77,17.19,31.91,15.97,8.05,29770,9796,10149,20.02,26.03,8.41,56.21,8,15.3,10,19.13,265,506.84,377,721.05,631,1206.85,1262.31,3798.41
Ashlandcity,OR,16234,2.37,19,30.06,19.08,12.62,23579,12898,2640,17.35,3.04,6.19,58.98,1,5.8,5,28.98,11,63.76,8,46.37,154,892.6,144.9,5633.8
MiamiShoresvillage,FL,10084,2.75,14.24,23.45,13.29,14.67,41670,21428,1061,11.12,4.96,4.8,62.12,0,0,2,18.16,106,962.32,49,444.85,314,2850.66,1425.33,9568.77
OaklandParkcity,FL,26326,2.18,9.5,27.81,12.36,11.58,27708,15273,2685,10.36,7.27,4.61,69.27,2,6.76,27,91.2,179,604.65,268,905.28,970,3276.58,1607.89,13200.92
NewCastlecity,IN,17753,2.44,14.18,26.25,12.61,14.72,19343,10160,3466,19.72,16.46,11.23,53.61,0,0,6,31.78,6,31.78,11,58.26,217,1149.24,121.81,6164.6
Plainviewcity,TX,21700,2.94,16.17,29.12,14.57,11.21,21433,10264,4705,22.58,19.87,8,59.74,4,17.59,4,17.59,20,87.93,101,444.05,315,1384.92,567.16,5355.02
Laconiacity,NH,15743,2.55,13.16,25.3,11.91,13.36,29116,14824,1265,8.24,8.47,7.74,61.3,1,6.47,62,401.35,4,25.89,30,194.2,144,932.16,627.91,6194.98
Franklintown,MA,22095,2.98,15.88,29.14,15.12,7.31,50679,18228,509,2.4,3.51,5.23,68.84,0,0,2,7.7,2,7.7,14,53.93,16,61.64,69.34,1032.44
Wilkinsburgborough,PA,21080,2.14,10.67,24.32,10.9,14.53,22709,13000,3576,17.28,5.3,8.8,57.17,6,29.5,19,93.42,184,904.71,317,1558.66,344,1691.42,2586.29,5575.77
Pecoscity,TX,12069,3.2,16.31,27.75,12.84,9.72,19017,7548,3188,26.74,35.19,13.32,50.3,0,0,1,8.41,4,33.66,23,193.52,107,900.29,235.59,3474.97
BattleCreekcity,MI,53540,2.5,13.38,25.38,11.79,12.76,25306,12963,9643,18.26,7.47,10.22,54.72,8,10.38,,,194,251.77,490,635.93,1172,1521.03,,6241.16
Clearfieldcity,UT,21435,3.48,20.46,34.68,18.33,5.21,26875,8672,3733,17.51,3.54,6.5,60.9,1,4.19,5,20.95,8,33.51,29,121.49,91,381.22,180.13,2836.08
PompanoBeachcity,FL,72411,2.25,8.76,21.07,9.39,22.29,29683,17382,11295,16.05,9.75,6.34,52.13,7,9.11,54,70.24,626,814.31,1375,1788.62,2231,2902.11,2682.28,11058.21
Warwicktownship,PA,11622,2.93,13.05,24.37,10.54,8.14,41338,15044,310,2.69,8.77,2.44,74.05,0,0,0,0,0,0,2,16.92,2,16.92,16.92,516.16
Westfordtown,MA,16392,3.08,14.11,23.77,11.67,6.55,60566,21878,183,1.12,2.96,5.41,72.98,0,0,1,5.88,1,5.88,14,82.38,44,258.91,94.15,1253.38
WarrensvilleHeightscity,OH,15745,2.46,14.7,26.17,12.34,9.09,27893,13301,1615,10.28,5.79,9.34,64.76,3,18.98,9,56.93,69,436.49,66,417.51,114,721.15,929.91,4067.56
Alvincity,TX,19220,2.76,15.97,30.41,15.16,8.27,28860,12559,2651,14.01,10.79,4.56,64.33,2,9.11,5,22.79,17,77.48,53,241.55,178,811.23,350.93,5660.38
Everettcity,WA,69961,2.44,12.22,28.51,13.27,11.42,28415,13829,8217,12.04,5.87,6.38,60.69,4,5.21,116,151.12,161,209.74,126,164.15,915,1192.03,530.22,7817.87
Beavertoncity,OR,53310,2.41,11.92,28.05,12.26,7.87,33951,17107,3402,6.45,2.73,3.79,73.08,0,0,17,28.13,52,86.06,122,201.91,523,865.55,316.1,5085.73
Wilmingtoncity,OH,11199,2.53,16.4,29.09,16.4,13.26,25300,12299,1584,15.05,8.48,6.61,60.42,1,8.61,9,77.47,6,51.64,33,284.04,60,516.44,421.76,4484.42
Alabastercity,AL,14732,2.99,13.87,27.21,11.67,6.64,39261,13645,818,5.65,7.82,2.83,70.38,1,5.75,3,17.24,2,11.49,18,103.45,22,126.44,137.94,
Martinsvillecity,IN,11677,2.65,15.06,27.84,13.57,13.27,24868,11175,1221,10.84,9.51,5.96,59.84,0,0,1,8.03,0,0,26,208.84,59,473.9,216.87,3935.74
PomptonLakesborough,NJ,10539,2.68,11.51,24.41,10.92,12.63,48864,19283,218,2.07,7.19,3.61,68.89,0,0,0,0,0,0,6,54.25,38,343.58,54.25,2242.31
Amarillocity,TX,157615,2.58,13.91,26.6,12.44,10.85,24915,12744,26058,16.77,8.61,6.76,62.47,11,6.54,89,52.93,208,123.7,821,488.28,2739,1628.98,671.46,7617.37
Bethlehemcity,PA,18867,2.37,9.8,21.82,9.79,19.52,30565,15289,1111,6.09,8.8,4.06,58.36,1,1.37,18,24.68,73,100.08,134,183.71,533,730.73,309.84,3644.04
Coltoncity,CA,40213,2.99,14.95,33.07,15.3,6.01,28838,10924,6194,15.59,12.32,9.69,61.56,6,14.48,15,36.19,172,415,261,629.74,803,1937.46,1095.4,6878.83
Middletowntownship,PA,43063,2.97,12.69,24.19,11.32,9.11,46756,17479,1476,3.52,4.44,3.53,68.25,0,0,5,11.07,22,48.69,21,46.48,206,455.9,106.23,
Daphnecity,AL,11290,2.56,12.55,24.93,10.58,9.67,38017,17471,790,7.06,3.3,4.13,64.57,0,0,0,0,3,20.55,15,102.77,94,644.06,123.33,
Chesterfieldtownship,MI,25905,2.91,14.83,28.26,12.47,5.96,42026,16424,1111,4.31,3.63,5.38,70.99,0,0,,,5,18.78,64,240.44,145,544.74,,4012.32
LowerMakefieldtownship,PA,25083,2.93,12.98,21.21,10.08,7.84,69904,28853,451,1.8,1.19,2.95,70.48,1,3.92,0,0,1,3.92,4,15.68,107,419.39,23.52,2014.66
GardenGrovecity,CA,143050,3.21,14.27,30.28,14.73,7.99,39882,13976,14652,10.42,11.29,6.21,65.8,13,8.74,33,22.19,430,289.17,441,296.57,1759,1182.9,616.67,5849.28
Bridgewatertownship,NJ,32509,2.88,12.3,24.76,11.8,9.09,63533,26007,520,1.62,4.8,2.64,73.18,0,0,0,0,16,45.78,15,42.92,101,288.99,88.7,2500.79
SanFernandocity,CA,22580,4.01,17.23,33.45,16.75,6.82,32128,8876,3930,17.68,37.18,9.65,61.12,3,12.98,7,30.29,113,488.9,138,597.07,219,947.52,1129.23,4274.65
Radnortownship,PA,28703,2.92,24.9,36.41,26.05,11.79,51762,28516,1270,5.31,2.53,3.49,56.26,1,3.43,2,6.85,4,13.7,10,34.25,66,226.07,58.23,1791.46
Hendersoncity,KY,25945,2.46,13.28,25.71,12.3,13.36,22085,11828,4326,17.04,15.24,8.42,58.5,1,3.75,20,74.91,12,44.95,312,1168.58,272,1018.76,1292.18,5775.5
Alliancecity,OH,23304,2.62,17.41,28.82,16.39,15.25,21040,9873,4201,19.29,9.09,11.58,49.71,0,0,25,105.16,96,403.8,120,504.75,428,1800.29,1013.71,9245.39
Andovertown,MA,29151,2.8,13.83,23.24,11.5,9.68,61070,26327,854,2.93,2.98,4.05,66.8,0,0,9,29.15,7,22.67,16,51.82,178,576.54,103.65,2753.13
Stocktoncity,CA,210943,3.07,15.55,28.46,14.21,9.43,26876,11331,43990,21.37,17.72,10.28,52.95,45,20.11,157,70.17,1554,694.52,1744,779.43,5362,2396.4,1564.23,9600.36
Windhamtown,ME,13020,2.88,13.97,27.62,13.2,8.96,37245,14948,470,3.82,4.23,4.35,66.33,0,0,2,15.23,4,30.46,6,45.68,102,776.61,91.37,3114.06
Ferndalecity,MI,25084,2.54,12.23,28.17,12.33,10.81,28964,12704,2649,10.66,7.08,6.29,64.35,1,4.28,,,80,342.6,151,646.65,243,1040.64,,6252.41
Ephrataborough,PA,12133,2.48,12.59,27.59,12.87,13.06,30907,14692,698,5.78,9.96,2.28,71.03,0,0,3,23.56,3,23.56,10,78.54,50,392.71,125.67,2599.75
Albioncity,MI,10066,2.96,26.03,37.39,25.72,10.88,20078,9005,2143,25.36,12.88,12.35,49.77,1,9.75,,,17,165.81,88,858.29,101,985.08,,4827.86
Bridgetoncity,MO,17779,2.62,12.57,24.17,11.38,12.38,38619,17245,513,2.98,6.65,3.04,67.51,1,5.58,6,33.46,91,507.5,43,239.81,193,1076.35,786.35,6424.63
Prescottcity,AZ,26455,2.3,12.18,21.17,11.91,23.98,22517,13851,3354,13.27,5.4,6.89,45.52,1,3.18,14,44.51,16,50.87,107,340.2,227,721.73,438.76,5118.91
Delanocity,CA,22762,3.65,16.97,30.39,15.04,9.67,21054,7491,5346,23.66,42.9,23.83,48.85,4,14.38,14,50.32,73,262.37,117,420.52,435,1563.45,747.58,6954.68
Athenscity,AL,16901,2.54,13.54,26.18,12.93,13.57,25823,12954,2349,14.4,14.75,6.03,58.66,2,10.61,2,10.61,7,37.13,94,498.54,96,509.15,556.88,
OakCreekcity,WI,19513,2.76,13.71,27.38,12.38,7.57,39995,15467,426,2.19,6.1,3.79,72.87,0,0,6,30.84,12,61.69,7,35.98,107,550.04,128.51,4467.18
EastRidgecity,TN,21101,2.32,12.25,25.31,12.22,15.71,26728,13989,1591,7.62,8.84,4.64,63.18,1,4.74,3,14.23,23,109.07,33,156.49,229,1085.98,284.54,4599.99
Livoniacity,MI,100850,2.81,12.32,23.17,11,11.69,48645,19145,2578,2.59,4.73,4.5,64.22,1,0.99,,,82,81.21,148,146.57,622,615.99,,
Eurekacity,CA,27025,2.43,13.19,25.8,12.43,13.38,21812,12915,4856,18.66,6.78,8.55,54.62,4,14.62,25,91.39,66,241.28,203,742.12,610,2230.02,1089.42,10956.35
Escondidocity,CA,108635,2.77,13.04,28.88,13.69,11.32,32895,14647,12016,11.21,9.94,6.23,63.89,8,6.84,26,22.23,215,183.86,481,411.34,1490,1274.22,624.28,6481.43
CocoaBeachcity,FL,12123,2.01,8.06,17.47,8.07,26.74,35862,23359,633,5.24,2.75,3.72,49.05,2,16.32,2,16.32,20,163.24,52,424.42,200,1632.39,620.31,10218.74
ArroyoGrandecity,CA,14378,2.51,11.73,21.03,9.62,17.98,34796,16583,1184,8.35,4.22,5.14,57.03,0,0,5,32.85,6,39.41,95,624.06,116,762,696.31,3461.87
Shorewoodvillage,WI,14116,2.16,9.83,23.8,10.06,15,34417,22615,875,6.31,3.24,2.78,66.26,1,7.34,1,7.34,14,102.71,6,44.02,73,535.54,161.4,4152.3
Ocoeecity,FL,12778,3.05,15.14,29.13,12.51,6.28,32014,11608,983,7.7,10.92,5.19,70.56,0,0,7,46.03,11,72.33,76,499.7,181,1190.08,618.06,5799.2
SealBeachcity,CA,25098,1.88,7.58,17.67,8.15,30.19,32834,25695,1198,4.83,4.14,2.9,48.61,1,3.99,3,11.97,35,139.68,22,87.8,224,893.96,243.44,3412.22
Romecity,NY,44350,2.82,13.83,31.07,15.22,12.24,24234,11171,4840,12.06,9.16,5.86,55.69,0,0,9,20.38,14,31.71,39,88.33,215,486.95,140.42,1929.7
Beckleycity,WV,18296,2.33,12.87,21.56,10.59,19.46,19110,12371,3780,21.38,13.48,8.32,44.61,3,16.2,13,70.22,46,248.47,160,864.26,248,1339.6,1199.16,8097.01
Anaheimcity,CA,266406,3.04,14.6,31.95,15.91,7.52,39620,15746,27933,10.64,12,5.56,69.68,33,11.64,70,24.69,909,320.58,,,3942,1390.22,,5913.55
Greenburghtown,NY,83816,2.7,11.48,22.61,10.44,12.67,58947,29627,3341,4.1,4.7,4.37,66.54,0,0,2,4.87,48,116.89,46,112.01,188,457.8,233.77,3284.96
LakeJacksoncity,TX,22776,2.8,13.51,25,10.78,6.54,46007,18798,775,3.43,2.99,3.28,69.58,1,3.91,4,15.65,4,15.65,8,31.31,89,348.27,66.52,2246.14
Paramountcity,CA,47669,3.67,17.52,34.48,17.09,5.76,29015,9429,8279,17.6,27.22,9.88,60.47,13,24.78,20,38.12,369,703.25,629,1198.76,730,1391.24,1964.89,5359.15
