Price,Area,Location,No_of_Bedrooms
7359999,1055,Ramamurthy Nagar,2
4237000,1198,Ramamurthy Nagar,2
3045000,1415,Ramamurthy Nagar,3
8400000,1200,Ramamurthy Nagar,2
8138000,1350,Ramamurthy Nagar,3
4813000,1038,Ramamurthy Nagar,2
6800000,1070,Ramamurthy Nagar,2
3850000,1210,Ramamurthy Nagar,2
4160000,1208,Ramamurthy Nagar,2
12600000,1074,Ramamurthy Nagar,2
8218000,1100,Ramamurthy Nagar,2
4900000,1004,Ramamurthy Nagar,2
24000000,1040,Ramamurthy Nagar,2
4978000,910,Ramamurthy Nagar,2
3800000,1050,Ramamurthy Nagar,2
11000000,1471,Ramamurthy Nagar,3
6251000,1763,Ramamurthy Nagar,3
3100000,1492,Ramanjaneyanagar,3
5950000,1092,Ramanjaneyanagar,2
6900000,1154,Residential Flat Uttarahalli Hobli,2
6125000,1154,Residential Flat Uttarahalli Hobli,2
5975000,1154,Residential FlatUttarahalli Hobli,2
5256000,980,Richards Town,2
64000000,2772,Richmond Town,3
113400000,4977,Richmond Town,4
13300000,2793,Richmond Town,3
78700000,3282,Richmond Town,4
74300000,2826,Richmond Town,3
23500000,2779,Richmond Town,3
6626000,2779,Richmond Town,3
69900000,3049,Richmond Town,3
62800000,3067,Richmond Town,3
69000000,2755,Richmond Town,3
63000000,3027,Richmond Town,3
62900000,2764,Richmond Town,3
63000000,2760,Richmond Town,3
62900000,2764,Richmond Town,3
75200000,2760,Richmond Town,3
69200000,3300,Richmond Town,3
69100000,3036,Richmond Town,3
67800000,3035,Richmond Town,3
68100000,2975,Richmond Town,3
68400000,2991,Richmond Town,3
73100000,3000,Richmond Town,3
61400000,3210,Richmond Town,3
67700000,2695,Richmond Town,3
66400000,2970,Richmond Town,3
113200000,2915,Richmond Town,3
72700000,4969,Richmond Town,4
66600000,3189,Richmond Town,3
66900000,2922,Richmond Town,3
66900000,2937,Richmond Town,3
72800000,2935,Richmond Town,3
66800000,3194,Richmond Town,3
71600000,2931,Richmond Town,3
65700000,3144,Richmond Town,3
72100000,2885,Richmond Town,3
72000000,3165,Richmond Town,3
71100000,3161,Richmond Town,3
5250000,3120,Richmond Town,3
4100000,2529,Richmond Town,3
30400000,3836,Richmond Town,3
17900000,2700,RMV,3
27000000,3000,RMV,4
49200000,1851,RMV,3
32599999,2770,RMV 2nd Stage,3
3100000,3450,RMV 2nd Stage,4
3801000,2770,RMV 2nd Stage,3
7500000,1100,RMV Extension Stage 2,2
16500000,1800,RMV Extension Stage 2,3
5700000,1210,RR Nagar,2
5700000,1210,RR Nagar,2
5700000,1210,RR Nagar,2
8000000,1160,RR Nagar,2
4514000,1143,RR Nagar,2
5460000,1300,RR Nagar,2
4723000,1145,RR Nagar,2
8758000,1510,RR Nagar,3
8050000,1706,RR Nagar,3
5900000,1258,RR Nagar,2
8100000,1723,RR Nagar,3
6400000,1369,RR Nagar,2
6275000,1335,RR Nagar,2
9200000,1376,RR Nagar,2
8000000,1168,RR Nagar,2
9200000,1373,RR Nagar,2
8000000,1168,RR Nagar,2
8000000,1168,RR Nagar,2
9300000,1376,RR Nagar,2
7900000,1168,RR Nagar,2
9200000,1376,RR Nagar,2
9100000,1373,RR Nagar,2
9000000,1373,RR Nagar,2
7900000,1168,RR Nagar,2
7900000,1160,RR Nagar,2
8000000,1168,RR Nagar,2
7800000,1160,RR Nagar,2
9200000,1373,RR Nagar,2
9100000,1376,RR Nagar,2
9100000,1373,RR Nagar,2
9000000,1373,RR Nagar,2
7900000,1168,RR Nagar,2
8800000,1373,RR Nagar,2
5380000,1255,RR Nagar,2
4160000,1000,RR Nagar,2
5228000,1275,RR Nagar,3
4373000,1055,RR Nagar,2
5306000,1295,RR Nagar,3
4431000,1070,RR Nagar,2
5600000,1500,RR Nagar,3
5451000,1608,RR Nagar,3
5380000,1255,RR Nagar,2
5356000,1580,RR Nagar,3
5380000,1255,RR Nagar,2
4440000,1200,RR Nagar,2
4440000,1200,RR Nagar,2
4500000,1300,RR Nagar,2
5322000,1570,RR Nagar,3
5380000,1255,RR Nagar,2
5322000,1570,RR Nagar,3
5530000,1580,RR Nagar,3
5148000,1304,RR Nagar,2
5200000,1200,RR Nagar,2
5381000,1303,RR Nagar,2
5148000,1196,RR Nagar,2
4433000,1304,RR Nagar,2
4800000,1143,RR Nagar,2
6514000,1551,RR Nagar,3
4440000,1200,RR Nagar,2
5000000,1196,RR Nagar,2
5202000,1530,RR Nagar,3
4440000,1306,RR Nagar,2
5380000,1255,RR Nagar,2
5739000,1693,RR Nagar,3
6426000,1530,RR Nagar,3
5800000,1540,RR Nagar,3
5148000,1196,RR Nagar,2
6028000,1419,RR Nagar,2
5451000,1608,RR Nagar,3
4400000,1200,RR Nagar,2
5380000,1255,RR Nagar,2
5739000,1693,RR Nagar,3
6426000,1530,RR Nagar,3
5800000,1540,RR Nagar,3
5148000,1196,RR Nagar,2
6028000,1419,RR Nagar,2
4440000,1200,RR Nagar,2
6400000,1530,RR Nagar,3
5380000,1267,RR Nagar,2
4440000,1200,RR Nagar,2
5600000,1500,RR Nagar,3
6466000,1530,RR Nagar,3
5322000,1570,RR Nagar,3
5739000,1693,RR Nagar,3
5257000,1551,RR Nagar,3
5451000,1608,RR Nagar,3
6466000,1530,RR Nagar,3
6413000,1527,RR Nagar,3
5148000,1196,RR Nagar,2
6400000,1530,RR Nagar,3
4440000,1200,RR Nagar,2
5000000,1196,RR Nagar,2
5202000,1530,RR Nagar,3
4440000,1306,RR Nagar,2
4400000,1200,RR Nagar,2
5322000,1570,RR Nagar,3
5739000,1693,RR Nagar,3
5257000,1551,RR Nagar,3
5451000,1608,RR Nagar,3
6466000,1530,RR Nagar,3
5148000,1196,RR Nagar,2
6400000,1530,RR Nagar,3
5148000,1196,RR Nagar,2
6466000,1530,RR Nagar,3
6413000,1527,RR Nagar,3
5040000,1200,RR Nagar,2
5485000,1306,RR Nagar,2
6426000,1530,RR Nagar,3
4440000,1200,RR Nagar,2
6459999,1530,RR Nagar,3
4400000,1200,RR Nagar,2
5148000,1196,RR Nagar,2
6514000,1551,RR Nagar,3
6400000,1530,RR Nagar,3
6400000,1530,RR Nagar,3
4440000,1200,RR Nagar,2
4440000,1187,RR Nagar,2
5959000,1419,RR Nagar,2
5040000,1200,RR Nagar,2
4440000,1200,RR Nagar,2
6028000,1419,RR Nagar,2
6400000,1530,RR Nagar,2
5380000,1255,RR Nagar,2
5023000,1196,RR Nagar,2
5023000,1196,RR Nagar,2
5400000,1295,RR Nagar,2
5148000,1196,RR Nagar,2
5400000,1303,RR Nagar,2
4440000,1200,RR Nagar,2
4784000,1196,RR Nagar,2
4800000,1143,RR Nagar,2
4440000,1200,RR Nagar,2
9222000,1590,RR Nagar,3
7900000,1393,RR Nagar,3
9999000,1901,RR Nagar,3
13500000,2350,RR Nagar,3
10800000,1901,RR Nagar,3
10800000,1901,RR Nagar,3
7900000,1337,RR Nagar,3
7900000,1337,RR Nagar,3
7900000,1393,RR Nagar,3
8025000,1408,RR Nagar,3
7900000,1337,RR Nagar,3
17300000,1408,RR Nagar,2
6100000,1731,RR Nagar,3
18100000,1185,RR Nagar,2
6126000,1419,RR Nagar,2
5115000,1551,RR Nagar,3
4724000,1295,RR Nagar,2
4957000,1196,RR Nagar,2
6043000,1255,RR Nagar,2
5004000,1530,RR Nagar,3
4483000,1267,RR Nagar,2
11399999,1135,RR Nagar,2
23600000,1408,RR Nagar,3
4809000,2165,RR Nagar,3
10000000,1530,RR Nagar,3
6700000,1120,RR Nagar,2
5202000,850,RR Nagar,2
6936000,1200,RR Nagar,2
8120000,1360,RR Nagar,3
5750000,1500,RR Nagar,3
23500000,1373,RR Nagar,2
4789000,1135,RR Nagar,2
13200000,1415,RR Nagar,3
7840000,1525,RR Nagar,3
5750000,1135,RR Nagar,2
8081999,1200,RR Nagar,2
3400000,1415,RR Nagar,3
6200000,1350,RR Nagar,3
23500000,1135,RR Nagar,2
22500000,1085,RR Nagar,2
6150000,1525,RR Nagar,3
5350000,1135,RR Nagar,2
3249000,1360,RR Nagar,3
3400000,1250,RR Nagar,3
2975000,1085,RR Nagar,2
8400000,850,RR Nagar,2
8400000,1360,RR Nagar,3
5803000,1095,RR Nagar,2
5883000,1110,RR Nagar,2
190000000,1095,RR Nagar,2
3800000,1110,RR Nagar,2
3100000,1415,RR Nagar,3
3800000,1110,RR Nagar,2
7155000,1157,RR Nagar,2
28300000,1085,RR Nagar,2
39100000,1350,RR Nagar,3
8000000,1500,RR Nagar,3
4864000,1400,RR Nagar,3
4133000,1500,RR Nagar,3
2745000,1450,RR Nagar,3
6360000,1135,RR Nagar,2
8081999,1085,RR Nagar,2
6015000,1415,RR Nagar,3
5750000,1165,RR Nagar,2
3399000,1110,RR Nagar,2
7100000,1360,RR Nagar,3
8159999,1200,RR Nagar,2
7489000,1525,RR Nagar,3
3047000,1135,RR Nagar,2
14000000,1085,RR Nagar,2
22500000,1500,RR Nagar,3
29000000,1135,RR Nagar,2
27200000,1110,RR Nagar,2
26700000,1085,RR Nagar,2
27200000,1350,RR Nagar,3
4237000,1415,RR Nagar,3
12000000,1415,RR Nagar,3
6700000,1165,RR Nagar,2
6917000,1110,RR Nagar,2
22799999,1360,RR Nagar,3
2288000,1200,RR Nagar,2
3700000,1525,RR Nagar,3
16500000,1135,RR Nagar,2
97500000,1085,RR Nagar,2
13200000,1626,RR Nagar,3
7840000,1450,RR Nagar Main Road,3
8400000,1200,RR Nagar Main Road,2
7840000,1500,RR Nagar Main Road,3
3261999,1500,RR Nagar Main Road,3
2745000,850,RR Nagar Main Road,2
5300000,1095,RR Nagar Main Road,2
5913000,1350,RR Nagar Main Road,3
7498999,1095,RR Nagar Main Road,2
3100000,1095,RR Nagar Main Road,2
3100000,1480,RT Nager,2
4020000,2600,Sadashiva Nagar,3
2300000,3350,Sadashiva Nagar,3
3200000,3900,Sadashiva Nagar,3
6150000,6200,Sadashiva Nagar,4
23700000,2470,Sahakar Nagar,4
16500000,1645,Sahakar Nagar,3
15000000,1795,Sahakar Nagar,2
8900000,1000,Sahakar Nagar,1
14400000,1740,Sahakar Nagar,2
12700000,1490,Sahakar Nagar,2
12500000,1320,Sahakar Nagar,3
20099999,2330,Sahakar Nagar,4
18800000,2165,Sahakar Nagar,3
13700000,1645,Sahakar Nagar,2
18900000,1985,Sahakar Nagar,3
13500000,1500,Sahakar Nagar,3
18900000,1985,Sahakar Nagar,3
15400000,1795,Sahakar Nagar,2
12300000,1410,Sahakar Nagar,2
11800000,1345,Sahakar Nagar,1
28000000,2790,Sahakar Nagar,4
13000000,1320,Sahakar Nagar,2
18800000,2165,Sahakar Nagar,3
15000000,1795,Sahakar Nagar,2
12700000,1490,Sahakar Nagar,3
44900000,4450,Sahakar Nagar,4
43400000,4310,Sahakar Nagar,4
40300000,4000,Sahakar Nagar,4
16000000,1900,Sahakar Nagar,3
16000000,1900,Sahakar Nagar,3
16000000,1900,Sahakar Nagar,3
17500000,1985,Sahakar Nagar,3
4850000,2790,Sahakar Nagar,4
13899999,1290,Sahakar Nagar,2
5835000,1293,Sahakar Nagar,2
5891000,4000,Sahakar Nagar,4
6000000,1570,Sahakar Nagar,3
12500000,2000,Sampangiram Nagar,3
23500000,1100,Sampangiram Nagar,2
4999000,2000,Sampangiram Nagar,3
6600000,1500,Sampangiram Nagar,3
3030000,2000,Sampangiram Nagar,3
13500000,3250,Sanjay Nagar,4
13899999,1623,Sanjaynagar,3
11800000,1378,Sanjaynagar,2
10000000,1169,Sanjaynagar,2
18500000,2200,Sanjaynagar,3
5146000,1800,Sanjeevini Nagar,3
4840000,1345,Sarjapur,3
3999000,1333,Sarjapur,3
3522000,1174,Sarjapur,3
2874000,958,Sarjapur,2
3579000,1193,Sarjapur,3
3372000,1124,Sarjapur,2
2922000,974,Sarjapur,2
2844000,948,Sarjapur,2
2901000,967,Sarjapur,2
2820000,940,Sarjapur,2
4458000,1486,Sarjapur,3
3483000,1161,Sarjapur,3
3699000,1233,Sarjapur,3
3906000,1302,Sarjapur,3
2889000,963,Sarjapur,2
3429000,1143,Sarjapur,2
4164000,1388,Sarjapur,3
3384000,1128,Sarjapur,2
4732000,1315,Sarjapur,3
4750000,1320,Sarjapur,2
4498000,1250,Sarjapur,2
4870000,1290,Sarjapur,3
4642000,1290,Sarjapur,2
4912000,1365,Sarjapur,3
5398000,1500,Sarjapur,3
4318000,1200,Sarjapur,2
5039000,1372,Sarjapur,3
4943000,1148,Sarjapur,2
4938000,1126,Sarjapur,2
9025000,1125,Sarjapur,2
4987000,2056,Sarjapur,3
6299000,1136,Sarjapur,2
7175000,1435,Sarjapur,3
8300000,2442,Sarjapur,3
6188000,1017,Sarjapur,2
5300000,1068,Sarjapur,2
3482000,1099,Sarjapur,2
4500000,1017,Sarjapur,2
6405000,1182,Sarjapur,2
16000000,943,Sarjapur,2
4505000,1398,Sarjapur,3
35000000,1099,Sarjapur,2
3750000,1398,Sarjapur,3
3536999,1398,Sarjapur,3
3859000,1399,Sarjapur,3
8400000,1399,Sarjapur,3
8120000,1399,Sarjapur,3
3399000,1017,Sarjapur,2
2899000,1467,Sarjapur,3
5897000,1017,Sarjapur,2
6900000,1068,Sarjapur,2
5000000,1099,Sarjapur,2
7800000,1182,Sarjapur,2
2899000,1017,Sarjapur,2
6200000,1467,Sarjapur,3
3180000,1467,Sarjapur,3
7900000,2730,Sarjapur,4
13500000,943,Sarjapur,2
5256000,1068,Sarjapur,2
7208000,1467,Sarjapur,3
5883000,1099,Sarjapur,2
8120000,1398,Sarjapur,3
8081999,1399,Sarjapur,3
7840000,1182,Sarjapur,2
6528000,943,Sarjapur,2
5320000,1017,Sarjapur,2
3100000,1068,Sarjapur,2
5000000,1017,Sarjapur,2
3946000,1399,Sarjapur,3
13000000,1182,Sarjapur,2
5030000,943,Sarjapur,2
3100000,943,Sarjapur,2
3100000,1099,Sarjapur,2
9000000,1467,Sarjapur,3
4950000,1467,Sarjapur,3
3060000,1535,Sarjapur,3
5634000,1045,Sarjapur,2
16100000,990,Sarjapur,2
17200000,840,Sarjapur,2
22799999,975,Sarjapur,2
29300000,850,Sarjapur,2
23000000,1565,Sarjapur,3
3200000,2730,Sarjapur,4
5822000,1440,Sarjapur,3
5289000,1040,Sarjapur,2
5043000,1390,Sarjapur,3
4034000,1040,Sarjapur,2
4944000,1390,Sarjapur,3
2899000,1398,Sarjapur Attibele,3
7800000,1467,Sarjapur Attibele,3
2899000,926,Sarjapur Attibele,3
3100000,940,Sarjapur Attibele,2
5803000,1399,Sarjapur Attibele,3
23000000,941,Sarjapur Attibele,2
6188000,924,Sarjapur Attibele,3
4220000,1467,Sarjapur Attibele,3
5305000,924,Sarjapur Attibele,3
3100000,920,Sarjapur Attibele,3
3030000,940,Sarjapur Attibele,2
11100000,1400,Sarjapur Attibele,3
6000000,1140,Sarjapur Road,2
9600000,2730,Sarjapur Road,4
13000000,2730,Sarjapur Road,3
3347999,2730,Sarjapur Road,4
3261999,1396,Sarjapur Road,2
3096000,2730,Sarjapur Road,4
2975000,1500,Sarjapur Road,3
5256000,1400,Sarjapur Road,3
4300000,1099,Sarjapur Road,2
8400000,2730,Sarjapur Road,4
8120000,2730,Sarjapur Road,4
2000000,2730,Sarjapur Road,4
10900000,2730,Sarjapur Road,4
5352000,1350,Sarjapur Road,2
3800000,2730,Sarjapur Road,3
4300000,2730,Sarjapur Road,4
12700000,2730,Sarjapur Road,4
6993000,2730,Sarjapur Road,4
6033000,2730,Sarjapur Road,4
4061999,2730,Sarjapur Road,4
7559999,2064,Sarjapur Road,3
17000000,2024,Sarjapur Road Till Wipro,3
7698999,2359,Sarjapur Road Till Wipro,4
7938000,1936,Sarjapur Road Till Wipro,3
14200000,2275,Sarjapur Road Till Wipro,4
16200000,1973,Sarjapur Road Till Wipro,3
14300000,2252,Sarjapur Road Till Wipro,4
14500000,1980,Sarjapur Road Till Wipro,3
14000000,2018,Sarjapur Road Till Wipro,3
17500000,1948,Sarjapur Road Till Wipro,3
14600000,2425,Sarjapur Road Till Wipro,4
13500000,2023,Sarjapur Road Till Wipro,3
16700000,1877,Sarjapur Road Till Wipro,3
14500000,2322,Sarjapur Road Till Wipro,4
14300000,2007,Sarjapur Road Till Wipro,3
10900000,1984,Sarjapur Road Till Wipro,3
4050000,1370,Sarjapur Road Till Wipro,2
5329000,969,Sarjapur Road Wipro To Railway Crossing,2
12000000,2225,Sarjapur Road Wipro To Railway Crossing,3
12000000,2225,Sarjapur Road Wipro To Railway Crossing,3
9267000,1685,Sarjapur Road Wipro To Railway Crossing,3
8717000,1585,Sarjapur Road Wipro To Railway Crossing,3
8045999,1463,Sarjapur Road Wipro To Railway Crossing,3
10200000,1576,Sarjapur Road Wipro To Railway Crossing,3
11100000,1709,Sarjapur Road Wipro To Railway Crossing,3
10000000,1550,Sarjapur Road Wipro To Railway Crossing,3
11700000,1813,Sarjapur Road Wipro To Railway Crossing,3
11299999,1746,Sarjapur Road Wipro To Railway Crossing,3
11100000,1717,Sarjapur Road Wipro To Railway Crossing,3
10800000,1665,Sarjapur Road Wipro To Railway Crossing,3
10700000,1657,Sarjapur Road Wipro To Railway Crossing,3
11500000,1773,Sarjapur Road Wipro To Railway Crossing,3
9267000,969,Sarjapur Road Wipro To Railway Crossing,2
8717000,1685,Sarjapur Road Wipro To Railway Crossing,3
8045999,1585,Sarjapur Road Wipro To Railway Crossing,3
6986000,1463,Sarjapur Road Wipro To Railway Crossing,3
11100000,1576,Sarjapur Road Wipro To Railway Crossing,3
8779000,1709,Sarjapur Road Wipro To Railway Crossing,3
9267000,969,Sarjapur Road Wipro To Railway Crossing,2
8717000,1685,Sarjapur Road Wipro To Railway Crossing,3
8045999,1585,Sarjapur Road Wipro To Railway Crossing,3
6612000,1463,Sarjapur Road Wipro To Railway Crossing,3
10000000,1773,Sarjapur Road Wipro To Railway Crossing,3
11700000,1550,Sarjapur Road Wipro To Railway Crossing,3
11299999,1813,Sarjapur Road Wipro To Railway Crossing,3
11100000,1746,Sarjapur Road Wipro To Railway Crossing,3
10800000,1717,Sarjapur Road Wipro To Railway Crossing,3
10700000,1665,Sarjapur Road Wipro To Railway Crossing,3
5200000,1657,Sarjapur Road Wipro To Railway Crossing,3
16500000,1304,Sarjapur Road Wipro To Railway Crossing,3
9576000,1323,Sarjapur Road Wipro To Railway Crossing,2
7200000,1596,Sarjapur Road Wipro To Railway Crossing,3
7890000,1200,Sarjapur Road Wipro To Railway Crossing,2
7884000,1315,Sarjapur Road Wipro To Railway Crossing,2
7656000,1314,Sarjapur Road Wipro To Railway Crossing,2
6816000,1276,Sarjapur Road Wipro To Railway Crossing,2
7343000,1136,Sarjapur Road Wipro To Railway Crossing,2
7488000,1239,Sarjapur Road Wipro To Railway Crossing,2
4956000,1248,Sarjapur Road Wipro To Railway Crossing,2
7781999,826,Sarjapur Road Wipro To Railway Crossing,1
7776000,1297,Sarjapur Road Wipro To Railway Crossing,2
7692000,1296,Sarjapur Road Wipro To Railway Crossing,2
9288000,1282,Sarjapur Road Wipro To Railway Crossing,2
7420000,1548,Sarjapur Road Wipro To Railway Crossing,3
11100000,1576,Sarjapur Road Wipro To Railway Crossing,3
4209000,1709,Sarjapur Road Wipro To Railway Crossing,3
6385000,1622,Sarjapur Road Wipro To Railway Crossing,3
7895999,1177,Sarjapur Road Wipro To Railway Crossing,2
7062000,1316,Sarjapur Road Wipro To Railway Crossing,2
7842000,1177,Sarjapur Road Wipro To Railway Crossing,2
7895999,1307,Sarjapur Road Wipro To Railway Crossing,2
7854000,1316,Sarjapur Road Wipro To Railway Crossing,2
8406000,1309,Sarjapur Road Wipro To Railway Crossing,2
5070000,1401,Sarjapur Road Wipro To Railway Crossing,2
6711000,1228,Sarjapur Road Wipro To Railway Crossing,2
6711000,1228,Sarjapur Road Wipro To Railway Crossing,2
8904000,1358,Sarjapur Road Wipro To Railway Crossing,2
7170000,1484,Sarjapur Road Wipro To Railway Crossing,3
7944000,1195,Sarjapur Road Wipro To Railway Crossing,2
7842000,1324,Sarjapur Road Wipro To Railway Crossing,2
7014000,1307,Sarjapur Road Wipro To Railway Crossing,2
6912000,1169,Sarjapur Road Wipro To Railway Crossing,2
10700000,1152,Sarjapur Road Wipro To Railway Crossing,2
11500000,1657,Sarjapur Road Wipro To Railway Crossing,3
10000000,1773,Sarjapur Road Wipro To Railway Crossing,3
11700000,1550,Sarjapur Road Wipro To Railway Crossing,3
11299999,1813,Sarjapur Road Wipro To Railway Crossing,3
11100000,1746,Sarjapur Road Wipro To Railway Crossing,3
10800000,1717,Sarjapur Road Wipro To Railway Crossing,3
8800000,1665,Sarjapur Road Wipro To Railway Crossing,3
11100000,1576,Sarjapur Road Wipro To Railway Crossing,3
11600000,1709,Sarjapur Road Wipro To Railway Crossing,3
11500000,1657,Sarjapur Road Wipro To Railway Crossing,3
10000000,1773,Sarjapur Road Wipro To Railway Crossing,3
11700000,1550,Sarjapur Road Wipro To Railway Crossing,3
11299999,1813,Sarjapur Road Wipro To Railway Crossing,3
11100000,1746,Sarjapur Road Wipro To Railway Crossing,3
10800000,1717,Sarjapur Road Wipro To Railway Crossing,3
13100000,1665,Sarjapur Road Wipro To Railway Crossing,3
4400000,1484,Sarjapur Road Wipro To Railway Crossing,3
3047000,1130,Sarjapur Road Wipro To Railway Crossing,2
4133000,1465,sarjapura attibele road,3
4057000,940,sarjapura attibele road,2
2745000,1068,sarjapura attibele road,2
4133000,1067,sarjapura attibele road,2
4057000,1468,sarjapura attibele road,3
16000000,1099,sarjapura attibele road,2
23000000,1182,sarjapura attibele road,2
2848000,1399,sarjapura attibele road,3
3675000,943,sarjapura attibele road,2
8120000,1400,sarjapura attibele road,3
5750000,943,sarjapura attibele road,2
8400000,1397,sarjapura attibele road,3
8120000,1468,sarjapura attibele road,3
5750000,923,sarjapura attibele road,3
15500000,1401,sarjapura attibele road,3
2900000,1017,sarjapura attibele road,2
3100000,1069,sarjapura attibele road,2
4864000,1019,sarjapura attibele road,2
7300000,1397,sarjapura attibele road,3
3100000,944,sarjapura attibele road,2
2848000,1067,sarjapura attibele road,2
6188000,943,sarjapura attibele road,2
4100000,1402,sarjapura attibele road,3
5610000,1018,sarjapura attibele road,2
8400000,1100,sarjapura attibele road,2
8400000,1020,sarjapura attibele road,2
3100000,1183,sarjapura attibele road,2
3099000,1467,sarjapura attibele road,3
6360000,1399,sarjapura attibele road,3
3100000,930,sarjapura attibele road,3
7000000,944,sarjapura attibele road,2
2975000,1068,sarjapura attibele road,2
17600000,1100,sarjapura attibele road,2
6580000,926,sarjapura attibele road,3
3101000,1182,sarjapura attibele road,2
3800000,1467,sarjapura attibele road,3
6100000,1398,sarjapura attibele road,3
6090000,1017,sarjapura attibele road,2
4054000,1099,sarjapura attibele road,2
15000000,1399,sarjapura attibele road,3
11200000,1398,sarjapura attibele road,3
18400000,1099,sarjapura attibele road,2
10000000,1017,sarjapura attibele road,2
16500000,1068,sarjapura attibele road,2
4133000,1017,sarjapura attibele road,2
3030000,926,sarjapura attibele road,3
3100000,923,sarjapura attibele road,3
4237000,1467,sarjapura attibele road,3
4133000,1099,sarjapura attibele road,2
6100000,1399,sarjapura attibele road,3
6090000,943,sarjapura attibele road,2
3700000,1099,sarjapura attibele road,2
3806000,925,sarjapura attibele road,3
4237000,1398,sarjapura attibele road,3
3650000,1069,sarjapura attibele road,2
3650000,944,sarjapura attibele road,2
7445999,945,sarjapura attibele road,2
3800000,1468,sarjapura attibele road,3
8120000,943,sarjapura attibele road,2
3900000,1183,sarjapura attibele road,2
6816000,1068,sarjapura attibele road,2
7800000,1017,sarjapura attibele road,2
7823999,1183,sarjapura attibele road,2
5800000,1399,sarjapura attibele road,3
3761999,943,sarjapura attibele road,2
3564000,1100,sarjapura attibele road,2
3024000,1018,sarjapura attibele road,2
17300000,926,sarjapura attibele road,3
3300000,1468,sarjapura attibele road,3
4852000,1018,sarjapura attibele road,2
6332000,1467,sarjapura attibele road,3
5175000,1401,sarjapura attibele road,3
2800000,1320,Seegehalli Road,2
14000000,2511,Shivaji Nagar,3
19800000,1080,Sidedahalli,2
28300000,1963,Sindhi Colony,3
4340000,1240,Singasandra,2
4147000,1185,Singasandra,2
3920000,1120,Singasandra,2
2940000,840,Singasandra,2
4602000,1315,Singasandra,2
4532000,1295,Singasandra,2
4322000,1235,Singasandra,2
2660000,760,Singasandra,1
5617000,1605,Singasandra,3
3220000,920,Singasandra,2
2310000,660,Singasandra,1
4270000,1220,Singasandra,2
2835000,810,Singasandra,1
4340000,1184,Singasandra,2
6690000,1099,Singasandra,2
6650000,1442,Singasandra,2
11100000,1040,Singasandra,2
2600000,1090,Sompura,2
3946000,1467,Sompura Gate,3
7840000,1360,Sri Krishna Garden Layout,3
2848000,1525,Sri Krishna Garden Layout,3
6625000,1085,Sri Krishna Garden Layout,2
3100000,850,Sri Krishna Garden Layout,2
7840000,1200,Sri Krishna Garden Layout,2
9800000,1690,Subramanyapura,3
6200000,1400,Subramanyapura,3
9100000,1485,Subramanyapura,3
8400000,1300,Subramanyapura,2
7100000,1135,Subramanyapura,2
6100000,960,Subramanyapura,2
7100000,1395,Subramanyapura,2
6800000,1195,Subramanyapura,2
7800000,1165,Subramanyapura,2
9000000,1603,Subramanyapura,3
4000000,1389,Subramanyapura,3
2950000,1770,Subramanyapura,3
19000000,1770,Subramanyapura,3
5702000,1390,Subramanyapura,2
5280000,1270,Subramanyapura,2
7728000,1660,Subramanyapura,3
5520000,1730,Subramanyapura,3
5712000,1330,Subramanyapura,2
10600000,1310,Subramanyapura,2
5702000,1370,Subramanyapura,2
5280000,1270,Subramanyapura,2
7728000,1660,Subramanyapura,3
5520000,1730,Subramanyapura,3
5712000,1330,Subramanyapura,2
10400000,1310,Subramanyapura,2
10700000,1370,Subramanyapura,2
10300000,1320,Subramanyapura,2
8780000,1710,Subramanyapura,3
10400000,1650,Subramanyapura,3
10200000,1380,Subramanyapura,2
11000000,1750,Subramanyapura,3
10500000,1690,Subramanyapura,3
10900000,1290,Subramanyapura,2
8600000,1430,Subramanyapura,3
9700000,1700,Subramanyapura,3
11399999,1670,Subramanyapura,3
11000000,1800,Subramanyapura,3
10000000,1720,Subramanyapura,3
20600000,1090,T C Palya Main Road,2
9000000,1306,Talaghattapura,2
8749000,1839,Talaghattapura,3
6870000,1419,Talaghattapura,2
8243000,1726,Talaghattapura,3
8749000,1839,Talaghattapura,3
6870000,1419,Talaghattapura,2
8243000,1726,Talaghattapura,3
9300000,1296,Talaghattapura,2
12400000,1706,Talaghattapura,3
11500000,1592,Talaghattapura,3
8500000,1590,Talaghattapura,3
6498999,1270,Talaghattapura,2
11000000,1198,Talaghattapura,2
7692000,1142,Talaghattapura,2
8056000,1414,Talaghattapura,3
8076000,1485,Talaghattapura,3
6739000,1489,Talaghattapura,3
8737000,1228,Talaghattapura,2
6723999,1618,Talaghattapura,3
6775000,1225,Talaghattapura,2
8640000,1235,Talaghattapura,2
9311000,1599,Talaghattapura,3
13200000,1730,Talaghattapura,3
7200000,1100,Talaghattapura,2
5200000,1726,Talaghattapura,2
6870000,1839,Talaghattapura,3
8243000,1419,Talaghattapura,2
6210000,1726,Talaghattapura,3
19800000,1002,Talaghattapura,2
10000000,1411,Talaghattapura,3
22000000,4498,Talaghattapura,4
22599999,2753,Talaghattapura,3
22000000,4498,Talaghattapura,4
6556000,2753,Talaghattapura,3
6150000,1000,Talaghattapura,2
10700000,1030,Talaghattapura,2
8200000,1375,Talaghattapura,3
3500000,1713,Talaghattapura,3
55400000,1185,Talaghattapura,2
6300000,1523,Talaghattapura,3
8400000,1100,Talaghattapura,2
3828000,1893,Talaghattapura,3
3106000,1725,Talaghattapura,3
9300000,1538,Talaghattapura,2
